Gene ID	Chromosome	Peak_start	Peak_end	annotation
AT5G01530	Chr5	209881	209881	Exon (AT5G01530.1/AT5G01530, exon 2 of 2)
AT5G01530	Chr5	209904	209941	Exon (AT5G01530.1/AT5G01530, exon 2 of 2)
AT5G01530	Chr5	209974	210081	Exon (AT5G01530.1/AT5G01530, exon 2 of 2)
AT5G01530	Chr5	210130	210209	Exon (AT5G01530.1/AT5G01530, exon 2 of 2)
AT5G01590	Chr5	224728	224740	Exon (AT5G01590.1/AT5G01590, exon 1 of 5)
AT5G01595	Chr5	228430	228442	Exon (AT5G01600.1/AT5G01600, exon 6 of 8)
AT5G01600	Chr5	229449	229481	Exon (AT5G01600.1/AT5G01600, exon 1 of 8)
AT5G01620	Chr5	234621	234633	Exon (AT5G01620.1/AT5G01620, exon 7 of 7)
AT5G01630	Chr5	236211	236227	Intron (AT5G01630.1/AT5G01630, intron 15 of 19)
AT5G01630	Chr5	240758	240771	Promoter
AT5G01650	Chr5	243376	243412	Exon (AT5G01650.1/AT5G01650, exon 2 of 3)
AT5G01680	Chr5	254551	254565	Exon (AT5G01680.1/AT5G01680, exon 3 of 4)
AT5G01690	Chr5	257718	257721	Promoter
AT5G01700	Chr5	261636	261652	Exon (AT5G01700.1/AT5G01700, exon 4 of 6)
AT5G01760	Chr5	292711	292721	Exon (AT5G01760.1/AT5G01760, exon 5 of 9)
AT5G01800	Chr5	307843	307848	Exon (AT5G01800.1/AT5G01800, exon 3 of 6)
AT5G01830	Chr5	322364	322374	Exon (AT5G01830.1/AT5G01830, exon 1 of 1)
AT5G01870	Chr5	337273	337285	Promoter
AT5G01940	Chr5	364774	364785	5' UTR
AT5G01960	Chr5	372532	372546	Exon (AT5G01960.1/AT5G01960, exon 8 of 9)
AT5G02025	Chr5	389893	389908	Promoter
AT5G02050	Chr5	403554	403600	Exon (AT5G02050.1/AT5G02050, exon 2 of 3)
AT5G02050	Chr5	403796	403808	Exon (AT5G02050.1/AT5G02050, exon 2 of 3)
AT5G02120	Chr5	419357	419357	Promoter
AT5G02120	Chr5	419398	419434	Promoter
AT5G02160	Chr5	426447	426466	Promoter
AT5G02160	Chr5	426508	426520	Promoter
AT5G02160	Chr5	426625	426637	Promoter
AT5G02160	Chr5	426883	426892	Exon (AT5G02160.1/AT5G02160, exon 2 of 2)
AT5G02160	Chr5	426914	426944	Exon (AT5G02160.1/AT5G02160, exon 2 of 2)
AT5G02240	Chr5	452076	452096	Exon (AT5G02240.1/AT5G02240, exon 3 of 7)
AT5G02240	Chr5	452254	452263	Exon (AT5G02240.1/AT5G02240, exon 4 of 7)
AT5G02240	Chr5	452367	452420	Exon (AT5G02240.1/AT5G02240, exon 5 of 7)
AT5G02260	Chr5	463748	463750	Exon (AT5G02260.1/AT5G02260, exon 2 of 3)
AT5G02270	Chr5	468934	468982	Promoter
AT5G02330	Chr5	487216	487231	3' UTR
AT5G02380	Chr5	506825	506923	Promoter
AT5G02380	Chr5	507100	507129	Promoter
AT5G02450	Chr5	534087	534109	Exon (AT5G02450.1/AT5G02450, exon 3 of 4)
AT5G02450	Chr5	534124	534211	Exon (AT5G02450.1/AT5G02450, exon 3 of 4)
AT5G02490	Chr5	551581	551594	Exon (AT5G02490.1/AT5G02490, exon 2 of 2)
AT5G02490	Chr5	551621	551643	Exon (AT5G02490.1/AT5G02490, exon 2 of 2)
AT5G02500	Chr5	554056	554106	Exon (AT5G02500.2/AT5G02500, exon 3 of 3)
AT5G02500	Chr5	554222	554253	Exon (AT5G02500.2/AT5G02500, exon 3 of 3)
AT5G02500	Chr5	554293	554308	Exon (AT5G02500.2/AT5G02500, exon 3 of 3)
AT5G02500	Chr5	554397	554417	Exon (AT5G02500.2/AT5G02500, exon 3 of 3)
AT5G02500	Chr5	554556	554577	Exon (AT5G02500.1/AT5G02500, exon 2 of 2)
AT5G02500	Chr5	554732	554785	Exon (AT5G02500.1/AT5G02500, exon 2 of 2)
AT5G02500	Chr5	555018	555034	Exon (AT5G02500.2/AT5G02500, exon 2 of 3)
AT5G02500	Chr5	555432	555451	Exon (AT5G02500.2/AT5G02500, exon 2 of 3)
AT5G02500	Chr5	555695	555733	Exon (AT5G02500.2/AT5G02500, exon 2 of 3)
AT5G02505	Chr5	559349	559364	Promoter
AT5G02505	Chr5	559371	559372	Promoter
AT5G02505	Chr5	559381	559394	Promoter
AT5G02505	Chr5	559399	559400	Promoter
AT5G02550	Chr5	573305	573359	Promoter
AT5G02610	Chr5	588315	588365	Exon (AT5G02610.1/AT5G02610, exon 3 of 4)
AT5G02610	Chr5	588475	588517	Exon (AT5G02610.1/AT5G02610, exon 4 of 4)
AT5G02615	Chr5	588893	588909	Promoter
AT5G02650	Chr5	598917	598934	Exon (AT5G02650.1/AT5G02650, exon 6 of 8)
AT5G02720	Chr5	614693	614726	Promoter
AT5G02730	Chr5	615658	615673	Promoter
AT5G02730	Chr5	616021	616045	Promoter
AT5G02760	Chr5	625472	625479	Promoter
AT5G02770	Chr5	628668	628708	Exon (AT5G02770.1/AT5G02770, exon 2 of 6)
AT5G02790	Chr5	633257	633266	Promoter
AT5G02790	Chr5	633272	633285	Promoter
AT5G02790	Chr5	633488	633491	Exon (AT5G02790.1/AT5G02790, exon 4 of 10)
AT5G02815	Chr5	642400	642426	Promoter
AT5G02870	Chr5	657973	658012	Promoter
AT5G02870	Chr5	658259	658295	Exon (AT5G02870.1/AT5G02870, exon 1 of 2)
AT5G02870	Chr5	658414	658443	Exon (AT5G02870.1/AT5G02870, exon 1 of 2)
AT5G02870	Chr5	658478	658504	Exon (AT5G02870.1/AT5G02870, exon 1 of 2)
AT5G02870	Chr5	658661	658687	Exon (AT5G02870.1/AT5G02870, exon 1 of 2)
AT5G02940	Chr5	688231	688240	Exon (AT5G02940.1/AT5G02940, exon 5 of 23)
AT5G02940	Chr5	688347	688358	Exon (AT5G02940.1/AT5G02940, exon 4 of 23)
AT5G02950	Chr5	690800	690812	5' UTR
AT5G02960	Chr5	693298	693313	Exon (AT5G02960.1/AT5G02960, exon 4 of 4)
AT5G02960	Chr5	693364	693388	Exon (AT5G02960.1/AT5G02960, exon 4 of 4)
AT5G02960	Chr5	693598	693635	Exon (AT5G02960.1/AT5G02960, exon 3 of 4)
AT5G02960	Chr5	693737	693747	Exon (AT5G02960.1/AT5G02960, exon 2 of 4)
AT5G02960	Chr5	693842	693866	Exon (AT5G02960.1/AT5G02960, exon 2 of 4)
AT5G02960	Chr5	693872	693888	Exon (AT5G02960.1/AT5G02960, exon 2 of 4)
AT5G02960	Chr5	694393	694397	5' UTR
AT5G03040	Chr5	712347	712352	Exon (AT5G03040.1/AT5G03040, exon 2 of 6)
AT5G03120	Chr5	735258	735272	3' UTR
AT5G03220	Chr5	768470	768511	Promoter
AT5G03240	Chr5	771987	772050	Exon (AT5G03240.1/AT5G03240, exon 2 of 2)
AT5G03240	Chr5	772113	772123	Exon (AT5G03240.1/AT5G03240, exon 2 of 2)
AT5G03250	Chr5	776240	776254	Exon (AT5G03250.2/AT5G03250, exon 2 of 3)
AT5G03270	Chr5	783283	783298	Intron (AT5G03270.1/AT5G03270, intron 4 of 6)
AT5G03290	Chr5	794380	794385	Promoter
AT5G03300	Chr5	796632	796668	5' UTR
AT5G03300	Chr5	796857	796858	5' UTR
AT5G03300	Chr5	797186	797192	Exon (AT5G03300.2/AT5G03300, exon 3 of 11)
AT5G03300	Chr5	797289	797315	Exon (AT5G03300.2/AT5G03300, exon 4 of 11)
AT5G03300	Chr5	797434	797460	Exon (AT5G03300.2/AT5G03300, exon 5 of 11)
AT5G03300	Chr5	798142	798176	Exon (AT5G03300.2/AT5G03300, exon 8 of 11)
AT5G03300	Chr5	798333	798346	Exon (AT5G03300.2/AT5G03300, exon 9 of 11)
AT5G03300	Chr5	798449	798479	Exon (AT5G03300.2/AT5G03300, exon 10 of 11)
AT5G03340	Chr5	811971	811972	Exon (AT5G03340.1/AT5G03340, exon 4 of 5)
AT5G03345	Chr5	814575	814588	Exon (AT5G03345.1/AT5G03345, exon 3 of 4)
AT5G03435	Chr5	855302	855314	Exon (AT5G03435.1/AT5G03435, exon 2 of 3)
AT5G03460	Chr5	864529	864575	Promoter
AT5G03552	Chr5	897009	897073	Promoter
AT5G03555	Chr5	899724	899731	Exon (AT5G03555.1/AT5G03555, exon 1 of 1)
AT5G03560	Chr5	901622	901636	Exon (AT5G03560.2/AT5G03560, exon 2 of 3)
AT5G03650	Chr5	934170	934177	Exon (AT5G03650.1/AT5G03650, exon 8 of 22)
AT5G03660	Chr5	938231	938252	Promoter
AT5G03660	Chr5	938698	938719	Exon (AT5G03660.3/AT5G03660, exon 2 of 4)
AT5G03730	Chr5	976083	976097	Exon (AT5G03730.1/AT5G03730, exon 10 of 15)
AT5G03740	Chr5	982980	982989	Exon (AT5G03740.1/AT5G03740, exon 5 of 8)
AT5G03745	Chr5	984417	984433	Promoter
AT5G03760	Chr5	989969	989998	Exon (AT5G03760.1/AT5G03760, exon 1 of 9)
AT5G03775	Chr5	998998	999013	Promoter
AT5G03850	Chr5	1028543	1028738	5' UTR
AT5G03860	Chr5	1034213	1034259	Exon (AT5G03860.1/AT5G03860, exon 1 of 4)
AT5G03870	Chr5	1036252	1036266	Exon (AT5G03870.1/AT5G03870, exon 1 of 1)
AT5G03885	Chr5	1042979	1042991	3' UTR
AT5G04040	Chr5	1091690	1091703	Exon (AT5G04040.1/AT5G04040, exon 2 of 4)
AT5G04040	Chr5	1092927	1092940	Exon (AT5G04040.1/AT5G04040, exon 4 of 4)
AT5G04130	Chr5	1122902	1122915	3' UTR
AT5G04130	Chr5	1127935	1127962	Promoter
AT5G04130	Chr5	1127967	1127967	Promoter
AT5G04140	Chr5	1130144	1130156	Promoter
AT5G04140	Chr5	1130208	1130231	Promoter
AT5G04140	Chr5	1130574	1130601	Exon (AT5G04140.1/AT5G04140, exon 2 of 33)
AT5G04140	Chr5	1130985	1130998	Exon (AT5G04140.1/AT5G04140, exon 3 of 33)
AT5G04140	Chr5	1133188	1133190	Exon (AT5G04140.1/AT5G04140, exon 11 of 33)
AT5G04140	Chr5	1134597	1134613	Exon (AT5G04140.1/AT5G04140, exon 17 of 33)
AT5G04140	Chr5	1134705	1134734	Exon (AT5G04140.1/AT5G04140, exon 18 of 33)
AT5G04140	Chr5	1137470	1137484	Exon (AT5G04140.1/AT5G04140, exon 30 of 33)
AT5G04170	Chr5	1146938	1146956	Exon (AT5G04170.1/AT5G04170, exon 3 of 5)
AT5G04210	Chr5	1155198	1155211	Exon (AT5G04210.1/AT5G04210, exon 2 of 2)
AT5G04210	Chr5	1155283	1155296	Promoter
AT5G04430	Chr5	1250930	1250950	Exon (AT5G04430.1/AT5G04430, exon 7 of 9)
AT5G04440	Chr5	1255883	1255902	Exon (AT5G04440.1/AT5G04440, exon 4 of 6)
AT5G04530	Chr5	1293479	1293540	Promoter
AT5G04560	Chr5	1309971	1309983	5' UTR
AT5G04590	Chr5	1320649	1320676	Exon (AT5G04590.1/AT5G04590, exon 2 of 8)
AT5G04600	Chr5	1323697	1323713	5' UTR
AT5G04600	Chr5	1324197	1324228	Exon (AT5G04600.1/AT5G04600, exon 3 of 8)
AT5G04620	Chr5	1328954	1328966	Exon (AT5G04620.2/AT5G04620, exon 7 of 10)
AT5G04630	Chr5	1330899	1330912	Promoter
AT5G04660	Chr5	1336379	1336393	3' UTR
AT5G04670	Chr5	1339893	1339905	Exon (AT5G04670.1/AT5G04670, exon 2 of 4)
AT5G00985	Chr5	1343571	1343579	Promoter
AT5G04700	Chr5	1355145	1355158	Exon (AT5G04700.1/AT5G04700, exon 6 of 7)
AT5G04740	Chr5	1368728	1368753	Exon (AT5G04740.1/AT5G04740, exon 10 of 10)
AT5G04740	Chr5	1369622	1369637	Exon (AT5G04740.1/AT5G04740, exon 5 of 10)
AT5G04740	Chr5	1369686	1369701	Exon (AT5G04740.1/AT5G04740, exon 5 of 10)
AT5G04740	Chr5	1370075	1370075	Exon (AT5G04740.1/AT5G04740, exon 4 of 10)
AT5G04800	Chr5	1389380	1389440	Exon (AT5G04800.2/AT5G04800, exon 2 of 2)
AT5G04800	Chr5	1389461	1389472	Exon (AT5G04800.2/AT5G04800, exon 2 of 2)
AT5G04800	Chr5	1389534	1389584	Exon (AT5G04800.2/AT5G04800, exon 2 of 2)
AT5G04810	Chr5	1391790	1391795	Exon (AT5G04810.1/AT5G04810, exon 5 of 10)
AT5G04860	Chr5	1413836	1413847	5' UTR
AT5G04885	Chr5	1426157	1426160	Exon (AT5G04885.1/AT5G04885, exon 10 of 12)
AT5G04895	Chr5	1430215	1430228	Exon (AT5G04895.1/AT5G04895, exon 6 of 19)
AT5G04940	Chr5	1456489	1456503	Exon (AT5G04940.2/AT5G04940, exon 1 of 2)
AT5G05000	Chr5	1474974	1474983	Exon (AT5G05000.1/AT5G05000, exon 5 of 8)
AT5G05010	Chr5	1478205	1478262	Exon (AT5G05010.1/AT5G05010, exon 6 of 12)
AT5G05010	Chr5	1479835	1479848	Exon (AT5G05010.1/AT5G05010, exon 12 of 12)
AT5G05080	Chr5	1499431	1499434	Exon (AT5G05080.1/AT5G05080, exon 5 of 7)
AT5G05110	Chr5	1507689	1507702	Exon (AT5G05110.1/AT5G05110, exon 4 of 4)
AT5G05170	Chr5	1532670	1532684	Exon (AT5G05170.1/AT5G05170, exon 10 of 15)
AT5G05170	Chr5	1533641	1533671	Exon (AT5G05170.1/AT5G05170, exon 7 of 15)
AT5G05250	Chr5	1557403	1557450	Exon (AT5G05250.1/AT5G05250, exon 1 of 1)
AT5G05270	Chr5	1563670	1563717	Promoter
AT5G05270	Chr5	1564804	1564804	Exon (AT5G05270.1/AT5G05270, exon 5 of 5)
AT5G05290	Chr5	1569404	1569417	Exon (AT5G05290.1/AT5G05290, exon 3 of 3)
AT5G05340	Chr5	1580283	1580298	Exon (AT5G05340.1/AT5G05340, exon 2 of 4)
AT5G05370	Chr5	1590993	1591022	Exon (AT5G05370.1/AT5G05370, exon 2 of 2)
AT5G05370	Chr5	1591700	1591706	Promoter
AT5G05390	Chr5	1596367	1596380	Exon (AT5G05390.1/AT5G05390, exon 5 of 6)
AT5G05400	Chr5	1597971	1597988	Exon (AT5G05400.1/AT5G05400, exon 1 of 1)
AT5G05440	Chr5	1609775	1609798	Exon (AT5G05440.1/AT5G05440, exon 1 of 1)
AT5G05440	Chr5	1609955	1609987	3' UTR
AT5G05470	Chr5	1620574	1620588	5' UTR
AT5G05590	Chr5	1666836	1666863	3' UTR
AT5G05590	Chr5	1666953	1666959	3' UTR
AT5G05590	Chr5	1667115	1667140	Exon (AT5G05590.2/AT5G05590, exon 3 of 3)
AT5G05590	Chr5	1667253	1667270	Exon (AT5G05590.2/AT5G05590, exon 3 of 3)
AT5G05590	Chr5	1667607	1667609	Exon (AT5G05590.2/AT5G05590, exon 3 of 3)
AT5G05590	Chr5	1667663	1667707	Exon (AT5G05590.2/AT5G05590, exon 3 of 3)
AT5G05600	Chr5	1672663	1672676	Exon (AT5G05600.1/AT5G05600, exon 1 of 3)
AT5G05620	Chr5	1679390	1679390	Promoter
AT5G01065	Chr5	1688077	1688086	Promoter
AT5G05690	Chr5	1705877	1705894	Exon (AT5G05690.1/AT5G05690, exon 2 of 8)
AT5G05690	Chr5	1706588	1706672	5' UTR
AT5G05730	Chr5	1722247	1722263	Exon (AT5G05730.1/AT5G05730, exon 2 of 9)
AT5G05740	Chr5	1726540	1726581	Promoter
AT5G05780	Chr5	1736012	1736022	Promoter
AT5G05780	Chr5	1737319	1737325	Exon (AT5G05780.2/AT5G05780, exon 6 of 10)
AT5G05780	Chr5	1737944	1737948	Exon (AT5G05780.2/AT5G05780, exon 9 of 10)
AT5G05985	Chr5	1804652	1804671	Promoter
AT5G01145	Chr5	1808859	1808859	Promoter
AT5G06043	Chr5	1817169	1817203	Promoter
AT5G06090	Chr5	1835405	1835415	Promoter
AT5G06120	Chr5	1850578	1850589	Exon (AT5G06120.3/AT5G06120, exon 21 of 29)
AT5G06125	Chr5	1853302	1853319	Promoter
AT5G06130	Chr5	1855578	1855651	5' UTR
AT5G06160	Chr5	1863885	1863901	Exon (AT5G06160.1/AT5G06160, exon 7 of 11)
AT5G06160	Chr5	1864889	1864901	Exon (AT5G06160.1/AT5G06160, exon 4 of 11)
AT5G06160	Chr5	1865269	1865284	Intron (AT5G06160.1/AT5G06160, intron 2 of 10)
AT5G01195	Chr5	1867797	1867832	Promoter
AT5G06165	Chr5	1868101	1868157	Promoter
AT5G06220	Chr5	1883171	1883183	Exon (AT5G06220.2/AT5G06220, exon 10 of 18)
AT5G06290	Chr5	1919532	1919578	Promoter
AT5G06290	Chr5	1920261	1920276	Exon (AT5G06290.1/AT5G06290, exon 3 of 7)
AT5G06290	Chr5	1920385	1920393	Exon (AT5G06290.1/AT5G06290, exon 4 of 7)
AT5G06290	Chr5	1920546	1920559	Intron (AT5G06290.1/AT5G06290, intron 4 of 6)
AT5G06290	Chr5	1920870	1920870	Exon (AT5G06290.1/AT5G06290, exon 6 of 7)
AT5G06290	Chr5	1920956	1920983	Exon (AT5G06290.1/AT5G06290, exon 6 of 7)
AT5G06290	Chr5	1921095	1921099	3' UTR
AT5G06290	Chr5	1921127	1921173	3' UTR
AT5G06300	Chr5	1922877	1922886	Exon (AT5G06300.1/AT5G06300, exon 5 of 7)
AT5G06350	Chr5	1943783	1943796	Exon (AT5G06350.1/AT5G06350, exon 19 of 20)
AT5G06360	Chr5	1945587	1945611	Exon (AT5G06360.1/AT5G06360, exon 5 of 9)
AT5G06360	Chr5	1946110	1946140	Exon (AT5G06360.1/AT5G06360, exon 7 of 9)
AT5G06420	Chr5	1961567	1961597	Exon (AT5G06420.2/AT5G06420, exon 2 of 4)
AT5G06510	Chr5	1986142	1986155	Exon (AT5G06510.1/AT5G06510, exon 4 of 5)
AT5G06600	Chr5	2026078	2026092	Exon (AT5G06600.1/AT5G06600, exon 6 of 32)
AT5G06630	Chr5	2036553	2036558	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2036890	2036914	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2036922	2036933	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2037152	2037154	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2037178	2037218	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2037220	2037230	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2037242	2037244	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2037285	2037316	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2037326	2037334	Exon (AT5G06630.1/AT5G06630, exon 1 of 1)
AT5G06630	Chr5	2037410	2037463	Promoter
AT5G06630	Chr5	2037474	2037485	Promoter
AT5G06640	Chr5	2040337	2040374	Exon (AT5G06640.2/AT5G06640, exon 2 of 2)
AT5G06640	Chr5	2040432	2040438	Exon (AT5G06640.2/AT5G06640, exon 2 of 2)
AT5G06640	Chr5	2040500	2040528	Exon (AT5G06640.2/AT5G06640, exon 2 of 2)
AT5G06640	Chr5	2041053	2041075	Exon (AT5G06645.1/AT5G06645, exon 2 of 2)
AT5G06640	Chr5	2041095	2041106	Exon (AT5G06645.1/AT5G06645, exon 2 of 2)
AT5G06640	Chr5	2041190	2041208	Exon (AT5G06645.1/AT5G06645, exon 2 of 2)
AT5G06660	Chr5	2047277	2047297	Promoter
AT5G06770	Chr5	2091375	2091389	Exon (AT5G06770.2/AT5G06770, exon 2 of 2)
AT5G06860	Chr5	2132480	2132480	Promoter
AT5G06860	Chr5	2133036	2133067	Exon (AT5G06860.1/AT5G06860, exon 2 of 2)
AT5G07000	Chr5	2172517	2172528	Promoter
AT5G07020	Chr5	2180786	2180846	Exon (AT5G07020.1/AT5G07020, exon 3 of 3)
AT5G07020	Chr5	2181769	2181776	Exon (AT5G07020.1/AT5G07020, exon 2 of 3)
AT5G07020	Chr5	2181822	2181846	Exon (AT5G07020.1/AT5G07020, exon 2 of 3)
AT5G07020	Chr5	2182212	2182246	Promoter
AT5G07030	Chr5	2184352	2184395	Exon (AT5G07030.1/AT5G07030, exon 2 of 3)
AT5G07090	Chr5	2202784	2202802	Promoter
AT5G07090	Chr5	2202969	2203051	Exon (AT5G07090.1/AT5G07090, exon 3 of 5)
AT5G07090	Chr5	2203220	2203261	Exon (AT5G07090.1/AT5G07090, exon 4 of 5)
AT5G07090	Chr5	2203428	2203448	Exon (AT5G07090.1/AT5G07090, exon 5 of 5)
AT5G07090	Chr5	2203556	2203641	Exon (AT5G07090.1/AT5G07090, exon 5 of 5)
AT5G07110	Chr5	2206253	2206260	Promoter
AT5G07130	Chr5	2211550	2211563	Exon (AT5G07130.2/AT5G07130, exon 4 of 4)
AT5G07130	Chr5	2212044	2212056	Exon (AT5G07130.2/AT5G07130, exon 4 of 4)
AT5G07140	Chr5	2214529	2214539	Exon (AT5G07140.1/AT5G07140, exon 2 of 3)
AT5G07140	Chr5	2214849	2214851	Exon (AT5G07140.1/AT5G07140, exon 3 of 3)
AT5G07250	Chr5	2274817	2274820	Exon (AT5G07250.1/AT5G07250, exon 4 of 5)
AT5G07350	Chr5	2322239	2322280	Exon (AT5G07350.1/AT5G07350, exon 11 of 17)
AT5G07350	Chr5	2323977	2324002	Exon (AT5G07350.1/AT5G07350, exon 6 of 17)
AT5G07350	Chr5	2324081	2324096	Exon (AT5G07350.1/AT5G07350, exon 5 of 17)
AT5G07350	Chr5	2324177	2324186	Exon (AT5G07350.1/AT5G07350, exon 5 of 17)
AT5G07350	Chr5	2324780	2324813	Exon (AT5G07350.1/AT5G07350, exon 2 of 17)
AT5G07370	Chr5	2331289	2331294	Exon (AT5G07370.2/AT5G07370, exon 2 of 2)
AT5G07410	Chr5	2346938	2346950	Exon (AT5G07410.1/AT5G07410, exon 4 of 5)
AT5G07440	Chr5	2356415	2356423	Exon (AT5G07440.1/AT5G07440, exon 2 of 7)
AT5G07440	Chr5	2357269	2357287	Exon (AT5G07440.1/AT5G07440, exon 5 of 7)
AT5G07460	Chr5	2361583	2361611	Exon (AT5G07460.1/AT5G07460, exon 1 of 2)
AT5G07470	Chr5	2364013	2364022	Promoter
AT5G07470	Chr5	2364025	2364038	Promoter
AT5G07870	Chr5	2514689	2514701	Exon (AT5G07870.1/AT5G07870, exon 2 of 2)
AT5G07920	Chr5	2526914	2526928	Exon (AT5G07920.1/AT5G07920, exon 3 of 8)
AT5G08050	Chr5	2578801	2578830	Exon (AT5G08050.1/AT5G08050, exon 2 of 2)
AT5G08050	Chr5	2578919	2578930	Exon (AT5G08050.1/AT5G08050, exon 2 of 2)
AT5G08050	Chr5	2578940	2578965	3' UTR
AT5G08060	Chr5	2580746	2580781	Promoter
AT5G08060	Chr5	2580805	2580815	Promoter
AT5G08060	Chr5	2580926	2580986	3' UTR
AT5G08060	Chr5	2582075	2582087	Intron (AT5G08060.1/AT5G08060, intron 1 of 1)
AT5G08075	Chr5	2587826	2587861	Promoter
AT5G08180	Chr5	2631989	2632005	Exon (AT5G08180.2/AT5G08180, exon 5 of 5)
AT5G01505	Chr5	2632587	2632625	Promoter
AT5G01505	Chr5	2632637	2632650	Promoter
AT5G01515	Chr5	2632839	2632867	Promoter
AT5G01515	Chr5	2632880	2632894	Promoter
AT5G08180	Chr5	2633079	2633097	Exon (AT5G08180.2/AT5G08180, exon 3 of 5)
AT5G08180	Chr5	2633290	2633300	Exon (AT5G08180.2/AT5G08180, exon 2 of 5)
AT5G08230	Chr5	2645280	2645292	Exon (AT5G08230.1/AT5G08230, exon 8 of 16)
AT5G01545	Chr5	2664919	2664971	Promoter
AT5G08280	Chr5	2665460	2665510	Promoter
AT5G08290	Chr5	2666831	2666857	Exon (AT5G08290.1/AT5G08290, exon 2 of 2)
AT5G08290	Chr5	2666906	2666916	Exon (AT5G08290.1/AT5G08290, exon 2 of 2)
AT5G08300	Chr5	2668456	2668480	Exon (AT5G08300.1/AT5G08300, exon 3 of 7)
AT5G08300	Chr5	2669405	2669413	Exon (AT5G08300.1/AT5G08300, exon 6 of 7)
AT5G08370	Chr5	2692019	2692032	Exon (AT5G08370.2/AT5G08370, exon 10 of 15)
AT5G08450	Chr5	2732196	2732200	Exon (AT5G08450.1/AT5G08450, exon 2 of 12)
AT5G08510	Chr5	2753542	2753553	Exon (AT5G08510.1/AT5G08510, exon 1 of 2)
AT5G08530	Chr5	2760912	2760927	Exon (AT5G08530.1/AT5G08530, exon 2 of 3)
AT5G08530	Chr5	2761173	2761188	Exon (AT5G08530.1/AT5G08530, exon 2 of 3)
AT5G08540	Chr5	2764940	2764964	Exon (AT5G08540.1/AT5G08540, exon 4 of 6)
AT5G08570	Chr5	2778959	2778995	Exon (AT5G08570.1/AT5G08570, exon 3 of 4)
AT5G08590	Chr5	2783958	2783963	5' UTR
AT5G08590	Chr5	2784040	2784047	5' UTR
AT5G08610	Chr5	2790714	2790727	Promoter
AT5G08610	Chr5	2792639	2792653	Exon (AT5G08610.1/AT5G08610, exon 5 of 10)
AT5G08640	Chr5	2804094	2804111	Promoter
AT5G08640	Chr5	2804809	2804838	Exon (AT5G08640.1/AT5G08640, exon 2 of 3)
AT5G08650	Chr5	2811027	2811043	Exon (AT5G08650.2/AT5G08650, exon 8 of 22)
AT5G08670	Chr5	2818399	2818452	Exon (AT5G08670.1/AT5G08670, exon 9 of 9)
AT5G08670	Chr5	2819737	2819744	Exon (AT5G08670.1/AT5G08670, exon 5 of 9)
AT5G08670	Chr5	2819774	2819798	Exon (AT5G08670.1/AT5G08670, exon 5 of 9)
AT5G08680	Chr5	2822439	2822472	Exon (AT5G08680.1/AT5G08680, exon 1 of 9)
AT5G08680	Chr5	2823467	2823502	Exon (AT5G08680.1/AT5G08680, exon 6 of 9)
AT5G08680	Chr5	2824194	2824233	Exon (AT5G08680.1/AT5G08680, exon 8 of 9)
AT5G08680	Chr5	2824573	2824617	Exon (AT5G08680.1/AT5G08680, exon 9 of 9)
AT5G08680	Chr5	2824626	2824679	Exon (AT5G08680.1/AT5G08680, exon 9 of 9)
AT5G08690	Chr5	2826863	2826937	Exon (AT5G08690.1/AT5G08690, exon 4 of 9)
AT5G08690	Chr5	2827127	2827145	Exon (AT5G08690.1/AT5G08690, exon 5 of 9)
AT5G08690	Chr5	2827279	2827322	Exon (AT5G08690.1/AT5G08690, exon 6 of 9)
AT5G08690	Chr5	2827348	2827378	Exon (AT5G08690.1/AT5G08690, exon 6 of 9)
AT5G08690	Chr5	2827383	2827414	Exon (AT5G08690.1/AT5G08690, exon 6 of 9)
AT5G08690	Chr5	2827521	2827527	Exon (AT5G08690.1/AT5G08690, exon 7 of 9)
AT5G08720	Chr5	2845183	2845194	Promoter
AT5G08790	Chr5	2859158	2859199	Exon (AT5G08790.1/AT5G08790, exon 3 of 3)
AT5G08790	Chr5	2859873	2859881	Exon (AT5G08790.1/AT5G08790, exon 2 of 3)
AT5G09290	Chr5	2882873	2882887	Intron (AT5G09290.1/AT5G09290, intron 3 of 7)
AT5G09380	Chr5	2912047	2912052	Exon (AT5G09380.2/AT5G09380, exon 9 of 11)
AT5G09380	Chr5	2912153	2912158	Exon (AT5G09380.2/AT5G09380, exon 8 of 11)
AT5G09410	Chr5	2926784	2926788	Exon (AT5G09410.3/AT5G09410, exon 15 of 16)
AT5G09420	Chr5	2928492	2928504	Promoter
AT5G09510	Chr5	2955777	2955800	Exon (AT5G09510.1/AT5G09510, exon 4 of 4)
AT5G09510	Chr5	2956198	2956219	Promoter
AT5G09510	Chr5	2956304	2956348	Promoter
